,symbol,name,reportDate,fiscalDateEnding,estimate,currency
1097,DNNGY,DNNGY,2024-02-01,2023-12-31,0.3112,DKK
405,BBD,Banco Bradesco S.A.,2024-02-01,2023-12-31,0.1042,BRL
1495,GASNY,GASNY,2024-02-01,2023-12-31,0.087,EUR
2380,MRK,Merck & Co Inc,2024-02-01,2023-12-31,-0.11,USD
1288,ETN,Eaton Corporation plc,2024-02-01,2023-12-31,2.43,USD
2580,NVZMY,NVZMY,2024-02-01,2023-12-31,0.4434,DKK
1770,HTLD,Heartland Express Inc,2024-02-01,2023-12-31,-0.06,USD
2584,NWS,News Corp - Class B,2024-02-01,2023-12-31,0.2244,USD
3868,WT,WisdomTree Inc,2024-02-01,2023-12-31,0.09,USD
3645,UL,Unilever plc,2024-02-01,2023-12-31,0,EUR
1343,FCFS,FirstCash Holdings Inc,2024-02-01,2023-12-31,1.83,USD
2113,LGFA,LGFA,2024-02-01,2023-12-31,0.247,USD
2112,LGF-B,Lions Gate Entertainment Corp - Class B,2024-02-01,2023-12-31,0.247,USD
2397,MSWV,MSWV,2024-02-01,2023-12-31,,USD
2645,OMVKY,OMVKY,2024-02-01,2023-12-31,2.56,EUR
1784,HXGBY,HXGBY,2024-02-01,2023-12-31,0.12,EUR
3938,ZBH,Zimmer Biomet Holdings Inc,2024-02-01,2023-12-31,2.16,USD
237,ARCB,ArcBest Corp,2024-02-01,2023-12-31,2.35,USD
228,APTV,Aptiv PLC,2024-02-01,2023-12-31,1.34,USD
1297,EURN,Euronav NV,2024-02-01,2023-12-31,0.6217,EUR
1508,GBLX,GBLX,2024-02-01,2023-12-31,,USD
3612,TWST,Twist Bioscience Corp,2024-02-01,2023-12-31,-0.8187,USD
3608,TWIN,Twin Disc Incorporated,2024-02-01,2023-12-31,0.13,USD
1853,IMVT,Immunovant Inc,2024-02-01,2023-12-31,-0.44,USD
2869,PRSEF,PRSEF,2024-02-01,2023-12-31,-1.07,USD
1393,FJTSY,FJTSY,2024-02-01,2023-12-31,0.4082,JPY
3434,TCCO,TCCO,2024-02-01,2023-12-31,,USD
3005,RICOY,RICOY,2024-02-01,2023-12-31,0.2052,JPY
3000,RHHBY,RHHBY,2024-02-01,2023-12-31,1.11,CHF
2415,MUFG,Mitsubishi UFJ Financial Group Inc,2024-02-01,2023-12-31,0.1941,JPY
3747,VOD,Vodafone Group plc,2024-02-01,2023-12-31,0,EUR
3447,TEAM,Atlassian Corporation - Class A,2024-02-01,2023-12-31,0.31,USD
3417,TAK,Takeda Pharmaceutical Company,2024-02-01,2023-12-31,0.1594,JPY
932,CSIOY,CSIOY,2024-02-01,2023-12-31,1.13,JPY
2299,MIELY,MIELY,2024-02-01,2023-12-31,0.3815,JPY
2971,REGN,Regeneron Pharmaceuticals Inc,2024-02-01,2023-12-31,10.67,USD
1623,GRC,Gorman-Rupp Company,2024-02-01,2023-12-31,0.24,USD
2968,REDFY,REDFY,2024-02-01,2023-12-31,0,INR
126,AKBTY,AKBTY,2024-02-01,2023-12-31,0.2441,TRY
3078,RYDAF,RYDAF,2024-02-01,2023-12-31,1.03,USD
1865,ING,ING Groep N.V.,2024-02-01,2023-12-31,0.4673,EUR
887,CPLP,Capital Product Partners L P,2024-02-01,2023-12-31,0.92,USD
197,AON,Aon plc. - Class A,2024-02-01,2023-12-31,4.08,USD
3122,SCIA,SCIA,2024-02-01,2023-12-31,,USD
2003,KDDIY,KDDIY,2024-02-01,2023-12-31,0.3029,JPY
143,ALNPY,ALNPY,2024-02-01,2023-12-31,0.0718,JPY
3116,SCCO,Southern Copper Corporation,2024-02-01,2023-12-31,0.8379,USD
2530,NPSCY,NPSCY,2024-02-01,2023-12-31,0.6502,JPY
2198,LYB,LyondellBasell Industries NV - Class A,2024-02-01,2023-12-31,1.46,USD
2018,KIM,Kimco Realty Corporation,2024-02-01,2023-12-31,0.1619,USD
2939,RACE,Ferrari N.V.,2024-02-01,2023-12-31,1.63,EUR
2523,NOK,Nokia Corp,2024-02-01,2023-12-31,0.1602,EUR
2308,MIXT,MiX Telematics Ltd,2024-02-01,2023-12-31,0.15,ZAR
1032,DB,Deutsche Bank AG,2024-02-01,2023-12-31,0.4157,EUR
1030,DASTY,DASTY,2024-02-01,2023-12-31,0.3913,EUR
3090,SAIA,Saia Inc,2024-02-01,2023-12-31,3.23,USD
1924,ITOCY,ITOCY,2024-02-02,2023-12-31,1.99,JPY
768,CI,Cigna Group (The),2024-02-02,2023-12-31,6.54,USD
3616,TYIDY,TYIDY,2024-02-02,2023-12-31,1.61,JPY
2659,OPHLY,OPHLY,2024-02-02,2023-12-31,0.1571,JPY
2531,NPSKY,NPSKY,2024-02-02,2023-12-31,0,JPY
2307,MITSY,MITSY,2024-02-02,2023-12-31,24.02,JPY
1095,DNKEY,DNKEY,2024-02-02,2023-12-31,0.4239,DKK
3843,WMPN,William Penn Bancorporation,2024-02-02,2023-12-31,0.02,USD
1100,DNZOY,DNZOY,2024-02-02,2023-12-31,0.6453,JPY
530,BNDSY,BNDSY,2024-02-02,2023-12-31,0.1096,EUR
2823,PNBK,Patriot National Bancorp Inc,2024-02-02,2023-12-31,0,USD
60,ADNT,Adient plc,2024-02-02,2023-12-31,0.6236,USD
1221,ELUXY,ELUXY,2024-02-02,2023-12-31,0.0202,SEK
1661,HACBY,HACBY,2024-02-02,2023-12-31,0,JPY
438,BEBE,BEBE,2024-02-02,2024-01-31,0,USD
2139,LNKB,Linkbancorp Inc,2024-02-02,2023-12-31,-0.44,USD
726,CEV,Eaton Vance California Municipal Income Trust,2024-02-02,2023-11-30,0,USD
524,BMY,Bristol-Myers Squibb Company,2024-02-02,2023-12-31,1.77,USD
268,ASEKY,ASEKY,2024-02-02,2023-12-31,0.9608,JPY
3877,WVFC,WVFC,2024-02-03,2023-12-31,,USD
261,ASA,ASA Gold and Precious Metals Ltd,2024-02-05,2023-11-30,,USD
132,ALCO,Alico Inc,2024-02-05,2023-12-31,,USD
259,ARWR,Arrowhead Pharmaceuticals Inc,2024-02-05,2023-12-31,-0.8463,USD
253,ARMK,Aramark,2024-02-05,2023-12-31,0.4863,USD
3766,VSAT,Viasat Inc,2024-02-05,2023-12-31,0.15,USD
3750,VOYA,Voya Financial Inc,2024-02-05,2023-12-31,2.09,USD
3823,WFRD,Weatherford International plc - New,2024-02-05,2023-12-31,1.43,USD
3817,WERN,Werner Enterprises Inc,2024-02-05,2023-12-31,0.47,USD
161,AMCR,Amcor Plc,2024-02-05,2023-12-31,0.15,USD
3299,SPG,Simon Property Group Inc,2024-02-05,2023-12-31,2.07,USD
165,AMG,Affiliated Managers Group Inc,2024-02-05,2023-12-31,5.47,USD
3836,WLDBF,WLDBF,2024-02-05,2023-12-31,0.0299,CAD
174,AMRK,A-Mark Precious Metals Inc,2024-02-05,2023-12-31,0.97,USD
238,ARCC,Ares Capital Corp,2024-02-05,2023-12-31,0.6,USD
3790,VYX,NCR Voyix Corp,2024-02-05,2023-12-31,1.02,USD
3784,VVV,Valvoline Inc,2024-02-05,2023-12-31,0.3,USD
201,AOSL,Alpha & Omega Semiconductor Ltd,2024-02-05,2023-12-31,0.18,USD
205,APAAF,APAAF,2024-02-05,2023-12-31,,CAD
3777,VTGN,VistaGen Therapeutics Inc,2024-02-05,2023-12-31,-0.26,USD
3764,VRTX,Vertex Pharmaceuticals Inc,2024-02-05,2023-12-31,4.05,USD
3759,VRNS,Varonis Systems Inc,2024-02-05,2023-12-31,0.23,USD
233,ARAO,ARAO,2024-02-05,2023-12-31,,USD
3309,SPR,Spirit Aerosystems Holdings Inc - Class A,2024-02-05,2023-12-31,0.96,USD
294,ATEN,A10 Networks Inc,2024-02-05,2023-12-31,0.25,USD
3636,UDR,UDR Inc,2024-02-05,2023-12-31,0.11,USD
3711,VFC,VF Corp,2024-02-05,2023-12-31,0.82,USD
3497,TKR,Timken Company,2024-02-05,2023-12-31,1.24,USD
3485,TINLY,TINLY,2024-02-05,2023-12-31,0,JPY
3354,STGYF,STGYF,2024-02-05,2023-12-31,,CAD
88,AGCO,AGCO Corp,2024-02-05,2023-12-31,4.09,USD
3906,XYL,Xylem Inc,2024-02-05,2023-12-31,0.95,USD
3909,YAMCY,YAMCY,2024-02-05,2023-12-31,0.6586,JPY
3461,TFII,TFI International Inc,2024-02-05,2023-12-31,1.73,USD
549,BOTJ,Bank of James Financial Group Inc,2024-02-05,2023-12-31,,USD
3454,TESS,TESS,2024-02-05,2023-12-31,,USD
491,BKH,Black Hills Corporation,2024-02-05,2023-12-31,1.08,USD
3452,TENB,Tenable Holdings Inc,2024-02-05,2023-12-31,0.13,USD
3445,TDG,Transdigm Group Incorporated,2024-02-05,2023-12-31,6.22,USD
3440,TCS,Container Store Group Inc,2024-02-05,2023-12-31,-0.04,USD
560,BRBR,Bellring Brands Inc,2024-02-05,2023-12-31,0.3807,USD
47,ACT,Enact Holdings Inc,2024-02-05,2023-12-31,0.9,USD
579,BRTHF,BRTHF,2024-02-05,2023-12-31,,USD
43,ACM,AECOM,2024-02-05,2023-12-31,0.9492,USD
3931,YUMC,Yum China Holdings Inc,2024-02-05,2023-12-31,1.2,USD
3395,SWKS,Skyworks Solutions Inc,2024-02-05,2023-12-31,1.95,USD
613,BV,BrightView Holdings Inc,2024-02-05,2023-12-31,0.024,USD
3916,YEWTF,YEWTF,2024-02-05,2023-12-31,,CAD
12,AAT,American Assets Trust Inc,2024-02-05,2023-12-31,0.16,USD
3515,TMXXF,TMXXF,2024-02-05,2023-12-31,,CAD
3887,XAUMD,XAUMD,2024-02-05,2023-12-31,,CAD
127,AKTS,Akoustis Technologies Inc,2024-02-05,2023-12-31,-0.118,USD
3320,SRDX,Surmodics Inc,2024-02-05,2023-12-31,-0.3,USD
310,ATO,Atmos Energy Corp,2024-02-05,2023-12-31,2.07,USD
315,ATVI,Activision Blizzard Inc,2024-02-05,2023-12-31,1.67,USD
321,AUDC,Audiocodes,2024-02-05,2023-12-31,0.23,USD
338,AVIFY,AVIFY,2024-02-05,2023-12-31,0.0767,THB
3675,USNA,Usana Health Sciences Inc,2024-02-05,2023-12-31,0.52,USD
347,AVXL,Anavex Life Sciences Corporation,2024-02-05,2023-12-31,-0.22,USD
3326,SRNN,SRNN,2024-02-05,2023-12-31,,USD
3888,XAUMF,XAUMF,2024-02-05,2023-12-31,,CAD
123,AIZ,Assurant Inc,2024-02-05,2023-12-31,3.67,USD
3332,SSD,Simpson Manufacturing Co. Inc,2024-02-05,2023-12-31,1.48,USD
3873,WTM,White Mountains Insurance Group Ltd,2024-02-05,2023-12-31,,USD
3946,ZI,ZoomInfo Technologies Inc,2024-02-05,2023-12-31,0.2468,USD
3602,TTWO,Take-Two Interactive Software Inc,2024-02-05,2023-12-31,0.8,USD
3583,TSN,Tyson Foods Inc - Class A,2024-02-05,2023-12-31,0.7117,USD
424,BCRD,BCRD,2024-02-05,2023-12-31,,USD
3338,SSNC,SS&C Technologies Holdings Inc,2024-02-05,2023-12-31,1.24,USD
3567,TRVG,Trivago NV,2024-02-05,2023-12-31,0.01,EUR
661,CARR,Carrier Global Corp,2024-02-05,2023-12-31,0.52,USD
3635,UCPLF,UCPLF,2024-02-05,2023-12-31,,USD
3876,WU,Western Union Company,2024-02-05,2023-12-31,0.37,USD
3960,ZWS,Zurn Elkay Water Solutions Corp,2024-02-05,2023-12-31,0.23,USD
1073,DIOD,Diodes Inc,2024-02-05,2023-12-31,0.5,USD
1049,DD,DuPont de Nemours Inc,2024-02-05,2023-12-31,0.9116,USD
1057,DEI,Douglas Emmett Inc,2024-02-05,2023-12-31,-0.09,USD
2922,QGEN,Qiagen NV,2024-02-05,2023-12-31,0.53,USD
2234,MBUU,Malibu Boats Inc - Class A,2024-02-05,2023-12-31,0.48,USD
2258,MDNA,MDNA,2024-02-05,2023-12-31,-0.0524,CAD
1664,HAIN,Hain Celestial Group Inc,2024-02-05,2023-12-31,0.13,USD
1072,DHX,DHI Group Inc,2024-02-05,2023-12-31,0.04,USD
2527,NOV,NOV Inc,2024-02-05,2023-12-31,0.41,USD
1080,DLA,Delta Apparel Inc,2024-02-05,2023-12-31,-0.62,USD
2888,PTBS,PTBS,2024-02-05,2023-12-31,,USD
1662,HAE,Haemonetics Corp,2024-02-05,2023-12-31,0.94,USD
2874,PRU,Prudential Financial Inc,2024-02-05,2023-12-31,2.84,USD
1127,DSKE,Daseke Inc,2024-02-05,2023-12-31,-0.02,USD
1140,DTRK,DTRK,2024-02-05,2023-12-31,,USD
2855,PREKF,PREKF,2024-02-05,2023-12-31,,CAD
2852,PRAX,Praxis Precision Medicines Inc,2024-02-05,2023-12-31,-0.23,USD
1614,GPK,Graphic Packaging Holding Company,2024-02-05,2023-12-31,0.7,USD
2321,MLAB,Mesa Laboratories Inc,2024-02-05,2023-12-31,0.25,USD
2323,MLI,Mueller Industries Inc,2024-02-05,2023-12-31,0.65,USD
2844,PPBN,PPBN,2024-02-05,2023-12-31,,USD
2840,POWI,Power Integrations Inc,2024-02-05,2023-12-31,0.15,USD
1046,DCPH,Deciphera Pharmaceuticals Inc,2024-02-05,2023-12-31,-0.6,USD
1187,EEFT,Euronet Worldwide Inc,2024-02-05,2023-12-31,1.76,USD
2943,RAMP,LiveRamp Holdings Inc,2024-02-05,2023-12-31,0.36,USD
2958,RCL,Royal Caribbean Group,2024-02-05,2023-12-31,1.09,USD
896,CRDE,CRDE,2024-02-05,2023-12-31,,USD
1799,ICHR,Ichor Holdings Ltd,2024-02-05,2023-12-31,0.07,USD
2097,LEG,Leggett & Platt Inc,2024-02-05,2023-12-31,0.27,USD
1772,HTZ,Hertz Global Holdings Inc (New),2024-02-05,2023-12-31,-0.02,USD
1755,HRB,H&R Block Inc,2024-02-05,2023-12-31,-1.56,USD
934,CSL,Carlisle Companies Inc,2024-02-05,2023-12-31,3.48,USD
3048,RRR,Red Rock Resorts Inc - Class A,2024-02-05,2023-12-31,0.51,USD
951,CTGO,Contango Ore Inc,2024-02-05,2023-12-31,-0.805,USD
1754,HRB,H&R Block Inc,2024-02-05,2024-01-31,,USD
954,CTLP,Cantaloupe Inc,2024-02-05,2023-12-31,0.025,USD
956,CTLT,Catalent Inc,2024-02-05,2023-12-31,0.0491,USD
2146,LOCL,Local Bounti Corp - Class A,2024-02-05,2023-12-31,-2.4,USD
962,CTS,CTS Corp,2024-02-05,2023-12-31,0.48,USD
3019,RMBS,Rambus Inc,2024-02-05,2023-12-31,0.45,USD
1730,HMN,Horace Mann Educators Corp,2024-02-05,2023-12-31,0.64,USD
2179,LTH,Life Time Group Holdings Inc,2024-02-05,2023-12-31,0.08,USD
1722,HLNE,Hamilton Lane Inc - Class A,2024-02-05,2023-12-31,0.89,USD
2186,LUMN,Lumen Technologies Inc,2024-02-05,2023-12-31,0.02,USD
1717,HIW,Highwoods Properties Inc,2024-02-05,2023-12-31,0.23,USD
2973,REGX,REGX,2024-02-05,2023-12-31,,USD
2191,LVO,LiveOne Inc,2024-02-05,2023-12-31,0.02,USD
2208,MAC,Macerich Company,2024-02-05,2023-12-31,0.07,USD
3076,RYAAY,Ryanair Holdings Plc,2024-02-05,2023-12-31,0.2567,EUR
1599,GNW,Genworth Financial Inc - Class A,2024-02-05,2023-12-31,0.24,USD
1572,GLAD,Gladstone Capital Corp,2024-02-05,2023-12-31,0.29,USD
1311,EXEL,Exelixis Inc,2024-02-05,2023-12-31,0.23,USD
1464,FSV,FirstService Corp,2024-02-05,2023-12-31,1.15,USD
1463,FSSN,FSSN,2024-02-05,2023-12-31,,USD
1459,FSFG,First Savings Financial Group Inc,2024-02-05,2023-12-31,0.43,USD
2469,NEWP,New Pacific Metals Corp - New,2024-02-05,2023-12-31,,USD
2646,ON,ON Semiconductor Corp,2024-02-05,2023-12-31,1.2,USD
2638,OMF,OneMain Holdings Inc,2024-02-05,2023-12-31,1.41,USD
2637,OMC,Omnicom Group Inc,2024-02-05,2023-12-31,2.15,USD
2627,OGN,Organon & Company,2024-02-05,2023-12-31,0.75,USD
2470,NEWR,New Relic Inc,2024-02-05,2023-12-31,0.48,USD
2619,ODII,ODII,2024-02-05,2023-12-31,,USD
1350,FCXXF,FCXXF,2024-02-05,2023-12-31,,CAD
2614,OCSL,Oaktree Specialty Lending Corp,2024-02-05,2023-12-31,,USD
2578,NVT,nVent Electric plc,2024-02-05,2023-12-31,0.75,USD
1379,FI,Fiserv Inc,2024-02-05,2023-12-31,2.15,USD
2570,NVNO,enVVeno Medical Corporation,2024-02-05,2023-12-31,-0.46,USD
1383,FINGF,FINGF,2024-02-05,2023-12-31,,CAD
1389,FISV,FISV,2024-02-05,2023-12-31,,USD
2546,NSSC,NAPCO Security Technologies Inc,2024-02-05,2023-12-31,0.26,USD
1408,FLXS,Flexsteel Industries Inc,2024-02-05,2023-12-31,0.27,USD
1417,FN,Fabrinet,2024-02-05,2023-12-31,2.02,USD
1468,FTNT,Fortinet Inc,2024-02-05,2023-12-31,0.43,USD
2816,PLUS,ePlus Inc,2024-02-05,2023-12-31,1.38,USD
2449,NCR,NCR,2024-02-05,2023-12-31,0.9767,USD
2441,NBIX,Neurocrine Biosciences Inc,2024-02-05,2023-12-31,1.13,USD
1207,EGP,Eastgroup Properties Inc,2024-02-05,2023-12-31,1.07,USD
1211,EHC,Encompass Health Corp,2024-02-05,2023-12-31,0.81,USD
1557,GHM,Graham Corp,2024-02-05,2023-12-31,-0.02,USD
1213,EL,Estee Lauder Cos. Inc - Class A,2024-02-05,2023-12-31,0.56,USD
2796,PJT,PJT Partners Inc - Class A,2024-02-05,2023-12-31,0.84,USD
2793,PINS,Pinterest Inc - Class A,2024-02-05,2023-12-31,0.51,USD
2354,MODN,Model N Inc,2024-02-05,2023-12-31,0.2536,USD
2791,PINC,Premier Inc - Class A,2024-02-05,2023-12-31,0.57,USD
1242,ENPH,Enphase Energy Inc,2024-02-05,2023-12-31,0.59,USD
1244,ENR,Energizer Holdings Inc,2024-02-05,2023-12-31,0.8403,USD
1251,ENTA,Enanta Pharmaceuticals Inc,2024-02-05,2023-12-31,-0.405,USD
2758,PETS,Petmed Express Inc,2024-02-05,2023-12-31,0.03,USD
1255,ENZN,ENZN,2024-02-05,2023-12-31,,USD
2750,PEAK,Healthpeak OP LLC,2024-02-05,2023-12-31,0.0825,USD
2392,MSGS,Madison Square Garden Sports Corp - Class A,2024-02-05,2023-12-31,0.53,USD
1261,EPIX,Essa Pharma Inc,2024-02-05,2023-12-31,-0.245,USD
1262,EPM,Evolution Petroleum Corporation,2024-02-05,2023-12-31,0.16,USD
2408,MTRX,Matrix Service Company,2024-02-05,2023-12-31,0.01,USD
2734,PCRFY,PCRFY,2024-02-05,2023-12-31,0.2385,JPY
1283,ESS,Essex Property Trust Inc,2024-02-05,2023-12-31,1.46,USD
2715,PAYC,Paycom Software Inc,2024-02-05,2023-12-31,1.78,USD
2443,NBR,Nabors Industries Ltd,2024-02-05,2023-12-31,-0.96,USD
893,CPXGF,CPXGF,2024-02-05,2023-12-31,,CAD
1413,FMC,FMC Corp,2024-02-05,2023-12-31,1.08,USD
1857,INBP,INBP,2024-02-05,2023-12-31,,USD
1836,ILMN,Illumina Inc,2024-02-05,2023-12-31,0.24,USD
1922,IT,Gartner Inc,2024-02-05,2023-12-31,2.81,USD
836,CNC,Centene Corp,2024-02-05,2023-12-31,0.42,USD
3268,SNEX,StoneX Group Inc,2024-02-05,2023-12-31,2.41,USD
3128,SCSC,Scansource Inc,2024-02-05,2023-12-31,1,USD
774,CINF,Cincinnati Financial Corp,2024-02-05,2023-12-31,1.82,USD
728,CFBK,CF Bankshares Inc,2024-02-05,2023-12-31,0.55,USD
3258,SMTOY,SMTOY,2024-02-05,2023-12-31,0.3544,JPY
851,CNSWF,CNSWF,2024-02-05,2023-12-31,16.4,USD
2029,KLTR,Kaltura Inc,2024-02-05,2023-12-31,-0.02,USD
2033,KMT,Kennametal Inc,2024-02-05,2023-12-31,0.26,USD
3132,SCX,L.S. Starrett Co. - Class A,2024-02-05,2023-12-31,,USD
845,CNO,CNO Financial Group Inc,2024-02-05,2023-12-31,0.85,USD
3156,SFDL,SFDL,2024-02-05,2023-12-31,,USD
2000,KD,Kyndryl Holdings Inc,2024-02-05,2023-12-31,-0.26,USD
738,CG,Carlyle Group Inc (The),2024-02-05,2023-12-31,0.79,USD
3219,SKY,Skyline Champion Corp,2024-02-05,2023-12-31,0.68,USD
2049,KREF,KKR Real Estate Finance Trust Inc,2024-02-05,2023-12-31,0.03,USD
2006,KE,Kimball Electronics Inc,2024-02-05,2023-12-31,0.43,USD
3240,SLQT,SelectQuote Inc,2024-02-05,2023-12-31,0.11,USD
831,CNA,CNA Financial Corp,2024-02-05,2023-12-31,1.05,USD
752,CHGG,Chegg Inc,2024-02-05,2023-12-31,0.36,USD
1860,INCY,Incyte Corp,2024-02-05,2023-12-31,1.14,USD
777,CIVB,Civista Bancshares Inc,2024-02-05,2023-12-31,0.57,USD
824,CMPS,Compass Pathways Plc,2024-02-05,2023-12-31,-0.33,USD
718,CEIX,Consol Energy Inc,2024-02-05,2023-12-31,5.02,USD
1875,INTA,Intapp Inc,2024-02-05,2023-12-31,0.05,USD
1965,JKHY,Jack Henry & Associates Inc,2024-02-05,2023-12-31,1.14,USD
1937,IX,Orix Corporation,2024-02-05,2023-12-31,2.62,JPY
1810,IDXX,Idexx Laboratories Inc,2024-02-05,2023-12-31,2.1,USD
816,CMG,Chipotle Mexican Grill,2024-02-05,2023-12-31,9.66,USD
818,CMI,Cummins Inc,2024-02-05,2023-12-31,4.48,USD
3198,SIMO,Silicon Motion Technology Corp,2024-02-05,2023-12-31,0.72,USD
3102,SAVE,Spirit Airlines Inc,2024-02-05,2023-12-31,-1.61,USD
1874,INSP,Inspire Medical Systems Inc,2024-02-05,2023-12-31,-0.21,USD
820,CMP,Compass Minerals International Inc,2024-02-05,2023-12-31,0.3861,USD
1872,INNV,InnovAge Holding Corp,2024-02-05,2023-12-31,-0.03,USD
2071,L,Loews Corp,2024-02-05,2023-12-31,,USD
698,CCK,Crown Holdings Inc,2024-02-05,2023-12-31,1.46,USD
2014,KFRC,Kforce Inc,2024-02-05,2023-12-31,0.77,USD
2013,KFFB,Kentucky First Federal Bancorp,2024-02-05,2023-12-31,,USD
2340,MMS,Maximus Inc,2024-02-06,2023-12-31,0.9833,USD
2331,MLVF,MLVF,2024-02-06,2023-12-31,,USD
1201,EG,Everest Group Ltd,2024-02-06,2023-12-31,14.14,USD
1264,EQC,Equity Commonwealth,2024-02-06,2023-12-31,,USD
2745,PDM,Piedmont Office Realty Trust Inc - Class A,2024-02-06,2023-12-31,-0.04,USD
65,ADWPF,ADWPF,2024-02-06,2023-12-31,,CAD
1266,EQH,Equitable Holdings Inc,2024-02-06,2023-12-31,1.32,USD
1889,IPCFF,IPCFF,2024-02-06,2023-12-31,,USD
1494,GAMI,GAMI,2024-02-06,2023-12-31,,USD
1258,EPC,Edgewell Personal Care Company,2024-02-06,2023-12-31,0.31,USD
34,ACAZF,ACAZF,2024-02-06,2023-12-31,,CAD
427,BDC,Belden Inc,2024-02-06,2023-12-31,1.13,USD
461,BG,Bunge Global SA,2024-02-06,2023-12-31,2.85,USD
1503,GBDC,Golub Capital BDC Inc,2024-02-06,2023-12-31,0.454,USD
2359,MOH,Molina Healthcare Inc,2024-02-06,2023-12-31,4.35,USD
2387,MSBHF,MSBHF,2024-02-06,2023-12-31,0.8568,JPY
3203,SITC,SITE Centers Corp,2024-02-06,2023-12-31,0.03,USD
2785,PHX,PHX Minerals Inc - Class A,2024-02-06,2023-12-31,0.05,USD
3770,VSH,Vishay Intertechnology Inc,2024-02-06,2023-12-31,0.37,USD
1544,GFS,GlobalFoundries Inc,2024-02-06,2023-12-31,0.53,USD
3554,TRNO,Terreno Realty Corp,2024-02-06,2023-12-31,0.35,USD
1247,ENS,Enersys,2024-02-06,2023-12-31,1.86,USD
1538,GEOS,Geospace Technologies Corp,2024-02-06,2023-12-31,,USD
225,APP,Applovin Corp - Class A,2024-02-06,2023-12-31,0.33,USD
2771,PFLT,PennantPark Floating Rate Capital Ltd,2024-02-06,2023-12-31,0.3102,USD
227,APPS,Digital Turbine Inc,2024-02-06,2023-12-31,0.18,USD
2767,PFGC,Performance Food Group Company,2024-02-06,2023-12-31,0.92,USD
2375,MPWR,Monolithic Power System Inc,2024-02-06,2023-12-31,2.86,USD
2757,PERI,Perion Network Ltd,2024-02-06,2023-12-31,0.81,USD
3550,TRMB,Trimble Inc,2024-02-06,2023-12-31,0.59,USD
42,ACLS,Axcelis Technologies Inc,2024-02-06,2023-12-31,2,USD
1234,EMR,Emerson Electric Company,2024-02-06,2023-12-31,1.04,USD
2787,PI,Impinj Inc,2024-02-06,2023-12-31,-0.02,USD
1230,EMKR,Emcore Corp,2024-02-06,2023-12-31,-0.025,USD
249,ARI,Apollo Commercial Real Estate Finance Inc,2024-02-06,2023-12-31,0.32,USD
2023,KKR,KKR & Co. Inc,2024-02-06,2023-12-31,0.9994,USD
1485,FWRD,Forward Air Corp,2024-02-06,2023-12-31,0.99,USD
375,AZTA,Azenta Inc,2024-02-06,2023-12-31,0.07,USD
1453,FROG,JFrog Ltd,2024-02-06,2023-12-31,0.12,USD
15,AB,AllianceBernstein Holding Lp,2024-02-06,2023-12-31,0.61,USD
1929,ITUB,Itau Unibanco Holding S.A.,2024-02-06,2023-12-31,0.1899,BRL
705,CCORF,CCORF,2024-02-06,2023-12-31,,CAD
2488,NHTC,Natural Health Trends Corp,2024-02-06,2023-12-31,,USD
2603,OBGRF,OBGRF,2024-02-06,2023-12-31,,CAD
2597,NYT,New York Times Co. - Class A,2024-02-06,2023-12-31,0.59,USD
368,AZEK,AZEK Company Inc - Class A,2024-02-06,2023-12-31,0.078,USD
1439,FR,First Industrial Realty Trust Inc,2024-02-06,2023-12-31,0.3,USD
312,ATRA,Atara Biotherapeutics Inc,2024-02-06,2023-12-31,-0.54,USD
709,CDAY,Ceridian HCM Holding Inc,2024-02-06,2023-12-31,0.32,USD
689,CBYDF,CBYDF,2024-02-06,2023-12-31,,CAD
1941,J,Jacobs Solutions Inc,2024-02-06,2023-12-31,1.82,USD
3284,SON,Sonoco Products Company,2024-02-06,2023-12-31,1.03,USD
2499,NISUY,NISUY,2024-02-06,2023-12-31,0,JPY
1434,FOXA,Fox Corporation - Class A,2024-02-06,2023-12-31,0.07,USD
1430,FORM,FormFactor Inc,2024-02-06,2023-12-31,0.2,USD
1404,FLT,Fleetcor Technologies Inc,2024-02-06,2023-12-31,4.49,USD
2508,NLY,Annaly Capital Management Inc,2024-02-06,2023-12-31,0.65,USD
3681,UTI,Universal Technical Institute Inc,2024-02-06,2023-12-31,0.075,USD
3288,SONO,Sonos Inc,2024-02-06,2023-12-31,0.7229,USD
1409,FMAO,Farmers & Merchants Bancorp Inc,2024-02-06,2023-12-31,0.31,USD
331,AVB,Avalonbay Communities Inc,2024-02-06,2023-12-31,1.41,USD
2577,NVST,Envista Holdings Corp,2024-02-06,2023-12-31,0.38,USD
3643,UHAL,U-Haul Holding Company,2024-02-06,2023-12-31,0.88,USD
2632,OJIPY,OJIPY,2024-02-06,2023-12-31,0,JPY
1913,ISNPY,ISNPY,2024-02-06,2023-12-31,0.4451,EUR
2430,NAII,Natural Alternatives International Inc,2024-02-06,2023-12-31,,USD
1274,ESE,Esco Technologies Inc,2024-02-06,2023-12-31,0.7367,USD
3739,VNDA,Vanda Pharmaceuticals Inc,2024-02-06,2023-12-31,-0.09,USD
1482,FUWAY,FUWAY,2024-02-06,2023-12-31,0.2292,JPY
2434,NASB,NASB,2024-02-06,2023-12-31,,USD
814,CME,CME Group Inc - Class A,2024-02-06,2023-12-31,2.19,USD
31,AC,Associated Capital Group Inc - Class A,2024-02-06,2023-12-31,,USD
